Timestamp,Version,Latency_ms,FPS
01:27:57.823,MariaDB_Local,150.4,6.18
01:27:57.979,MariaDB_Local,146.56,6.41
01:27:58.139,MariaDB_Local,147.97,6.24
01:27:58.298,MariaDB_Local,146.61,6.27
01:27:58.454,MariaDB_Local,146.54,6.42
01:27:58.613,MariaDB_Local,149.67,6.3
01:27:58.768,MariaDB_Local,145.32,6.44
01:27:58.927,MariaDB_Local,148.94,6.27
01:27:59.091,MariaDB_Local,147.0,6.33
01:27:59.245,MariaDB_Local,147.99,6.26
01:27:59.412,MariaDB_Local,151.68,6.17
01:27:59.573,MariaDB_Local,150.32,6.22
01:27:59.730,MariaDB_Local,146.09,6.38
01:27:59.897,MariaDB_Local,160.48,5.81
01:28:00.053,MariaDB_Local,146.5,6.42
01:28:00.218,MariaDB_Local,151.43,6.18
01:28:00.378,MariaDB_Local,146.15,6.28
01:28:00.539,MariaDB_Local,149.69,6.24
01:28:00.699,MariaDB_Local,149.52,6.24
01:28:00.863,MariaDB_Local,153.27,6.1
01:28:01.017,MariaDB_Local,148.04,6.3
01:28:01.184,MariaDB_Local,152.5,6.14
01:28:01.342,MariaDB_Local,144.9,6.32
01:28:01.499,MariaDB_Local,150.17,6.21
01:28:01.662,MariaDB_Local,146.45,6.32
01:28:01.822,MariaDB_Local,148.52,6.22
01:28:01.992,MariaDB_Local,163.14,5.75
01:28:02.151,MariaDB_Local,149.88,6.29
01:28:02.306,MariaDB_Local,145.74,6.45
01:28:02.468,MariaDB_Local,148.62,6.34
01:28:02.621,MariaDB_Local,146.44,6.35
01:28:02.784,MariaDB_Local,153.61,6.14
01:28:02.939,MariaDB_Local,145.7,6.45
01:28:03.099,MariaDB_Local,151.46,6.22
01:28:03.257,MariaDB_Local,148.02,6.36
01:28:03.420,MariaDB_Local,149.18,6.32
01:28:03.581,MariaDB_Local,151.09,6.18
01:28:03.735,MariaDB_Local,146.8,6.34
01:28:03.901,MariaDB_Local,151.16,6.19
01:28:04.060,MariaDB_Local,153.21,6.08
01:28:04.225,MariaDB_Local,150.78,6.25
01:28:04.381,MariaDB_Local,144.72,6.43
